Date,Status,X,Y,Z,Source,Time,SessionTime
2024-05-19 13:03:16.884,OnTrack,-3483.0,-1694.0,794.0,pos,0 days 00:00:00.290000,0 days 00:55:36.898000
2024-05-19 13:03:17.204,OnTrack,-3484.0,-1694.0,794.0,pos,0 days 00:00:00.610000,0 days 00:55:37.218000
2024-05-19 13:03:17.464,OnTrack,-3493.0,-1694.0,794.0,pos,0 days 00:00:00.870000,0 days 00:55:37.478000
2024-05-19 13:03:17.644,OnTrack,-3502.0,-1694.0,794.0,pos,0 days 00:00:01.050000,0 days 00:55:37.658000
2024-05-19 13:03:17.864,OnTrack,-3523.0,-1694.0,794.0,pos,0 days 00:00:01.270000,0 days 00:55:37.878000
2024-05-19 13:03:18.184,OnTrack,-3549.0,-1694.0,794.0,pos,0 days 00:00:01.590000,0 days 00:55:38.198000
2024-05-19 13:03:18.404,OnTrack,-3577.0,-1694.0,794.0,pos,0 days 00:00:01.810000,0 days 00:55:38.418000
2024-05-19 13:03:18.704,OnTrack,-3637.0,-1693.0,795.0,pos,0 days 00:00:02.110000,0 days 00:55:38.718000
2024-05-19 13:03:19.064,OnTrack,-3691.0,-1690.0,795.0,pos,0 days 00:00:02.470000,0 days 00:55:39.078000
2024-05-19 13:03:19.224,OnTrack,-3726.0,-1688.0,795.0,pos,0 days 00:00:02.630000,0 days 00:55:39.238000
2024-05-19 13:03:19.584,OnTrack,-3821.0,-1681.0,795.0,pos,0 days 00:00:02.990000,0 days 00:55:39.598000
2024-05-19 13:03:19.824,OnTrack,-3884.0,-1674.0,796.0,pos,0 days 00:00:03.230000,0 days 00:55:39.838000
2024-05-19 13:03:20.024,OnTrack,-3945.0,-1667.0,796.0,pos,0 days 00:00:03.430000,0 days 00:55:40.038000
2024-05-19 13:03:20.224,OnTrack,-4011.0,-1657.0,797.0,pos,0 days 00:00:03.630000,0 days 00:55:40.238000
2024-05-19 13:03:20.604,OnTrack,-4150.0,-1633.0,797.0,pos,0 days 00:00:04.010000,0 days 00:55:40.618000
2024-05-19 13:03:21.325,OnTrack,-4507.0,-1555.0,799.0,pos,0 days 00:00:04.731000,0 days 00:55:41.339000
2024-05-19 13:03:21.705,OnTrack,-4658.0,-1519.0,800.0,pos,0 days 00:00:05.111000,0 days 00:55:41.719000
2024-05-19 13:03:21.885,OnTrack,-4752.0,-1496.0,801.0,pos,0 days 00:00:05.291000,0 days 00:55:41.899000
2024-05-19 13:03:22.125,OnTrack,-4880.0,-1465.0,802.0,pos,0 days 00:00:05.531000,0 days 00:55:42.139000
2024-05-19 13:03:22.185,OnTrack,-4913.0,-1456.0,802.0,pos,0 days 00:00:05.591000,0 days 00:55:42.199000
2024-05-19 13:03:22.405,OnTrack,-5035.0,-1426.0,803.0,pos,0 days 00:00:05.811000,0 days 00:55:42.419000
2024-05-19 13:03:22.605,OnTrack,-5147.0,-1399.0,804.0,pos,0 days 00:00:06.011000,0 days 00:55:42.619000
2024-05-19 13:03:22.825,OnTrack,-5272.0,-1369.0,805.0,pos,0 days 00:00:06.231000,0 days 00:55:42.839000
2024-05-19 13:03:23.025,OnTrack,-5388.0,-1342.0,806.0,pos,0 days 00:00:06.431000,0 days 00:55:43.039000
2024-05-19 13:03:23.305,OnTrack,-5622.0,-1295.0,808.0,pos,0 days 00:00:06.711000,0 days 00:55:43.319000
2024-05-19 13:03:23.604,OnTrack,-5732.0,-1277.0,809.0,pos,0 days 00:00:07.010000,0 days 00:55:43.618000
2024-05-19 13:03:23.804,OnTrack,-5858.0,-1261.0,810.0,pos,0 days 00:00:07.210000,0 days 00:55:43.818000
2024-05-19 13:03:24.124,OnTrack,-6071.0,-1242.0,812.0,pos,0 days 00:00:07.530000,0 days 00:55:44.138000
2024-05-19 13:03:24.264,OnTrack,-6167.0,-1237.0,813.0,pos,0 days 00:00:07.670000,0 days 00:55:44.278000
2024-05-19 13:03:24.544,OnTrack,-6448.0,-1230.0,814.0,pos,0 days 00:00:07.950000,0 days 00:55:44.558000
2024-05-19 13:03:24.924,OnTrack,-6634.0,-1229.0,815.0,pos,0 days 00:00:08.330000,0 days 00:55:44.938000
2024-05-19 13:03:25.084,OnTrack,-6749.0,-1230.0,816.0,pos,0 days 00:00:08.490000,0 days 00:55:45.098000
2024-05-19 13:03:25.284,OnTrack,-6896.0,-1233.0,816.0,pos,0 days 00:00:08.690000,0 days 00:55:45.298000
2024-05-19 13:03:25.484,OnTrack,-7043.0,-1237.0,817.0,pos,0 days 00:00:08.890000,0 days 00:55:45.498000
2024-05-19 13:03:25.804,OnTrack,-7281.0,-1249.0,818.0,pos,0 days 00:00:09.210000,0 days 00:55:45.818000
2024-05-19 13:03:26.004,OnTrack,-7477.0,-1265.0,818.0,pos,0 days 00:00:09.410000,0 days 00:55:46.018000
2024-05-19 13:03:26.344,OnTrack,-7690.0,-1286.0,818.0,pos,0 days 00:00:09.750000,0 days 00:55:46.358000
2024-05-19 13:03:26.664,OnTrack,-8141.0,-1340.0,818.0,pos,0 days 00:00:10.070000,0 days 00:55:46.678000
2024-05-19 13:03:26.964,OnTrack,-8452.0,-1382.0,819.0,pos,0 days 00:00:10.370000,0 days 00:55:46.978000
2024-05-19 13:03:27.465,OnTrack,-8813.0,-1432.0,819.0,pos,0 days 00:00:10.871000,0 days 00:55:47.479000
2024-05-19 13:03:27.705,OnTrack,-8923.0,-1448.0,819.0,pos,0 days 00:00:11.111000,0 days 00:55:47.719000
2024-05-19 13:03:27.905,OnTrack,-9081.0,-1473.0,819.0,pos,0 days 00:00:11.311000,0 days 00:55:47.919000
2024-05-19 13:03:28.225,OnTrack,-9421.0,-1551.0,819.0,pos,0 days 00:00:11.631000,0 days 00:55:48.239000
2024-05-19 13:03:28.585,OnTrack,-9600.0,-1606.0,819.0,pos,0 days 00:00:11.991000,0 days 00:55:48.599000
2024-05-19 13:03:28.905,OnTrack,-9868.0,-1691.0,818.0,pos,0 days 00:00:12.311000,0 days 00:55:48.919000
2024-05-19 13:03:29.225,OnTrack,-9993.0,-1730.0,819.0,pos,0 days 00:00:12.631000,0 days 00:55:49.239000
2024-05-19 13:03:29.465,OnTrack,-10145.0,-1778.0,818.0,pos,0 days 00:00:12.871000,0 days 00:55:49.479000
2024-05-19 13:03:29.785,OnTrack,-10222.0,-1810.0,818.0,pos,0 days 00:00:13.191000,0 days 00:55:49.799000
2024-05-19 13:03:30.104,OnTrack,-10317.0,-1887.0,818.0,pos,0 days 00:00:13.510000,0 days 00:55:50.118000
2024-05-19 13:03:30.304,OnTrack,-10361.0,-1955.0,818.0,pos,0 days 00:00:13.710000,0 days 00:55:50.318000
2024-05-19 13:03:30.384,OnTrack,-10374.0,-1986.0,818.0,pos,0 days 00:00:13.790000,0 days 00:55:50.398000
2024-05-19 13:03:30.704,OnTrack,-10428.0,-2168.0,819.0,pos,0 days 00:00:14.110000,0 days 00:55:50.718000
2024-05-19 13:03:31.024,OnTrack,-10454.0,-2245.0,819.0,pos,0 days 00:00:14.430000,0 days 00:55:51.038000
2024-05-19 13:03:31.284,OnTrack,-10502.0,-2340.0,819.0,pos,0 days 00:00:14.690000,0 days 00:55:51.298000
2024-05-19 13:03:31.564,OnTrack,-10578.0,-2435.0,818.0,pos,0 days 00:00:14.970000,0 days 00:55:51.578000
2024-05-19 13:03:31.724,OnTrack,-10631.0,-2483.0,818.0,pos,0 days 00:00:15.130000,0 days 00:55:51.738000
2024-05-19 13:03:31.964,OnTrack,-10743.0,-2563.0,819.0,pos,0 days 00:00:15.370000,0 days 00:55:51.978000
2024-05-19 13:03:32.384,OnTrack,-10889.0,-2652.0,820.0,pos,0 days 00:00:15.790000,0 days 00:55:52.398000
2024-05-19 13:03:32.464,OnTrack,-10923.0,-2672.0,820.0,pos,0 days 00:00:15.870000,0 days 00:55:52.478000
2024-05-19 13:03:32.784,OnTrack,-11064.0,-2753.0,822.0,pos,0 days 00:00:16.190000,0 days 00:55:52.798000
2024-05-19 13:03:33.004,OnTrack,-11164.0,-2812.0,822.0,pos,0 days 00:00:16.410000,0 days 00:55:53.018000
2024-05-19 13:03:33.224,OnTrack,-11316.0,-2903.0,824.0,pos,0 days 00:00:16.630000,0 days 00:55:53.238000
2024-05-19 13:03:33.524,OnTrack,-11412.0,-2965.0,824.0,pos,0 days 00:00:16.930000,0 days 00:55:53.538000
2024-05-19 13:03:33.825,OnTrack,-11598.0,-3124.0,825.0,pos,0 days 00:00:17.231000,0 days 00:55:53.839000
2024-05-19 13:03:34.105,OnTrack,-11659.0,-3199.0,825.0,pos,0 days 00:00:17.511000,0 days 00:55:54.119000
2024-05-19 13:03:34.385,OnTrack,-11748.0,-3351.0,826.0,pos,0 days 00:00:17.791000,0 days 00:55:54.399000
2024-05-19 13:03:34.565,OnTrack,-11796.0,-3457.0,826.0,pos,0 days 00:00:17.971000,0 days 00:55:54.579000
2024-05-19 13:03:34.805,OnTrack,-11875.0,-3664.0,827.0,pos,0 days 00:00:18.211000,0 days 00:55:54.819000
2024-05-19 13:03:35.245,OnTrack,-11954.0,-3875.0,828.0,pos,0 days 00:00:18.651000,0 days 00:55:55.259000
2024-05-19 13:03:35.485,OnTrack,-12012.0,-4028.0,828.0,pos,0 days 00:00:18.891000,0 days 00:55:55.499000
2024-05-19 13:03:35.585,OnTrack,-12036.0,-4092.0,829.0,pos,0 days 00:00:18.991000,0 days 00:55:55.599000
2024-05-19 13:03:35.785,OnTrack,-12084.0,-4222.0,829.0,pos,0 days 00:00:19.191000,0 days 00:55:55.799000
2024-05-19 13:03:35.945,OnTrack,-12124.0,-4327.0,830.0,pos,0 days 00:00:19.351000,0 days 00:55:55.959000
2024-05-19 13:03:36.145,OnTrack,-12174.0,-4460.0,830.0,pos,0 days 00:00:19.551000,0 days 00:55:56.159000
2024-05-19 13:03:36.525,OnTrack,-12270.0,-4717.0,830.0,pos,0 days 00:00:19.931000,0 days 00:55:56.539000
2024-05-19 13:03:36.624,OnTrack,-12296.0,-4786.0,831.0,pos,0 days 00:00:20.030000,0 days 00:55:56.638000
2024-05-19 13:03:36.784,OnTrack,-12338.0,-4896.0,831.0,pos,0 days 00:00:20.190000,0 days 00:55:56.798000
2024-05-19 13:03:37.044,OnTrack,-12442.0,-5175.0,832.0,pos,0 days 00:00:20.450000,0 days 00:55:57.058000
2024-05-19 13:03:37.344,OnTrack,-12485.0,-5288.0,832.0,pos,0 days 00:00:20.750000,0 days 00:55:57.358000
2024-05-19 13:03:37.604,OnTrack,-12554.0,-5474.0,833.0,pos,0 days 00:00:21.010000,0 days 00:55:57.618000
2024-05-19 13:03:37.924,OnTrack,-12641.0,-5704.0,833.0,pos,0 days 00:00:21.330000,0 days 00:55:57.938000
2024-05-19 13:03:38.144,OnTrack,-12701.0,-5865.0,833.0,pos,0 days 00:00:21.550000,0 days 00:55:58.158000
2024-05-19 13:03:38.324,OnTrack,-12791.0,-6099.0,834.0,pos,0 days 00:00:21.730000,0 days 00:55:58.338000
2024-05-19 13:03:38.564,OnTrack,-12820.0,-6172.0,834.0,pos,0 days 00:00:21.970000,0 days 00:55:58.578000
2024-05-19 13:03:38.944,OnTrack,-12965.0,-6524.0,835.0,pos,0 days 00:00:22.350000,0 days 00:55:58.958000
2024-05-19 13:03:39.264,OnTrack,-13032.0,-6679.0,836.0,pos,0 days 00:00:22.670000,0 days 00:55:59.278000
2024-05-19 13:03:39.464,OnTrack,-13087.0,-6816.0,836.0,pos,0 days 00:00:22.870000,0 days 00:55:59.478000
2024-05-19 13:03:39.644,OnTrack,-13127.0,-6933.0,837.0,pos,0 days 00:00:23.050000,0 days 00:55:59.658000
2024-05-19 13:03:39.844,OnTrack,-13154.0,-7050.0,837.0,pos,0 days 00:00:23.250000,0 days 00:55:59.858000
2024-05-19 13:03:40.064,OnTrack,-13163.0,-7188.0,838.0,pos,0 days 00:00:23.470000,0 days 00:56:00.078000
2024-05-19 13:03:40.344,OnTrack,-13134.0,-7434.0,840.0,pos,0 days 00:00:23.750000,0 days 00:56:00.358000
2024-05-19 13:03:40.805,OnTrack,-13074.0,-7696.0,841.0,pos,0 days 00:00:24.211000,0 days 00:56:00.819000
2024-05-19 13:03:41.085,OnTrack,-13054.0,-7779.0,842.0,pos,0 days 00:00:24.491000,0 days 00:56:01.099000
2024-05-19 13:03:41.325,OnTrack,-13031.0,-7898.0,843.0,pos,0 days 00:00:24.731000,0 days 00:56:01.339000
2024-05-19 13:03:41.525,OnTrack,-13024.0,-7990.0,843.0,pos,0 days 00:00:24.931000,0 days 00:56:01.539000
2024-05-19 13:03:41.705,OnTrack,-13032.0,-8068.0,844.0,pos,0 days 00:00:25.111000,0 days 00:56:01.719000
2024-05-19 13:03:42.005,OnTrack,-13117.0,-8229.0,846.0,pos,0 days 00:00:25.411000,0 days 00:56:02.019000
2024-05-19 13:03:42.325,OnTrack,-13185.0,-8295.0,847.0,pos,0 days 00:00:25.731000,0 days 00:56:02.339000
2024-05-19 13:03:42.625,OnTrack,-13293.0,-8389.0,848.0,pos,0 days 00:00:26.031000,0 days 00:56:02.639000
2024-05-19 13:03:42.825,OnTrack,-13364.0,-8450.0,849.0,pos,0 days 00:00:26.231000,0 days 00:56:02.839000
2024-05-19 13:03:43.045,OnTrack,-13447.0,-8519.0,850.0,pos,0 days 00:00:26.451000,0 days 00:56:03.059000
2024-05-19 13:03:43.204,OnTrack,-13539.0,-8598.0,851.0,pos,0 days 00:00:26.610000,0 days 00:56:03.218000
2024-05-19 13:03:43.624,OnTrack,-13676.0,-8714.0,853.0,pos,0 days 00:00:27.030000,0 days 00:56:03.638000
2024-05-19 13:03:43.684,OnTrack,-13701.0,-8736.0,853.0,pos,0 days 00:00:27.090000,0 days 00:56:03.698000
2024-05-19 13:03:43.924,OnTrack,-13804.0,-8822.0,855.0,pos,0 days 00:00:27.330000,0 days 00:56:03.938000
2024-05-19 13:03:44.144,OnTrack,-13868.0,-8875.0,856.0,pos,0 days 00:00:27.550000,0 days 00:56:04.158000
2024-05-19 13:03:44.464,OnTrack,-14015.0,-9004.0,860.0,pos,0 days 00:00:27.870000,0 days 00:56:04.478000
2024-05-19 13:03:44.644,OnTrack,-14098.0,-9083.0,862.0,pos,0 days 00:00:28.050000,0 days 00:56:04.658000
2024-05-19 13:03:44.844,OnTrack,-14187.0,-9171.0,866.0,pos,0 days 00:00:28.250000,0 days 00:56:04.858000
2024-05-19 13:03:45.044,OnTrack,-14277.0,-9260.0,870.0,pos,0 days 00:00:28.450000,0 days 00:56:05.058000
2024-05-19 13:03:45.284,OnTrack,-14423.0,-9405.0,876.0,pos,0 days 00:00:28.690000,0 days 00:56:05.298000
2024-05-19 13:03:45.704,OnTrack,-14574.0,-9546.0,883.0,pos,0 days 00:00:29.110000,0 days 00:56:05.718000
2024-05-19 13:03:45.804,OnTrack,-14615.0,-9585.0,885.0,pos,0 days 00:00:29.210000,0 days 00:56:05.818000
2024-05-19 13:03:46.024,OnTrack,-14735.0,-9704.0,891.0,pos,0 days 00:00:29.430000,0 days 00:56:06.038000
2024-05-19 13:03:46.404,OnTrack,-14808.0,-9788.0,895.0,pos,0 days 00:00:29.810000,0 days 00:56:06.418000
2024-05-19 13:03:46.704,OnTrack,-14871.0,-9884.0,898.0,pos,0 days 00:00:30.110000,0 days 00:56:06.718000
2024-05-19 13:03:46.884,OnTrack,-14908.0,-9988.0,901.0,pos,0 days 00:00:30.290000,0 days 00:56:06.898000
2024-05-19 13:03:47.285,OnTrack,-14912.0,-10108.0,906.0,pos,0 days 00:00:30.691000,0 days 00:56:07.299000
2024-05-19 13:03:47.585,OnTrack,-14898.0,-10161.0,909.0,pos,0 days 00:00:30.991000,0 days 00:56:07.599000
2024-05-19 13:03:47.785,OnTrack,-14872.0,-10214.0,912.0,pos,0 days 00:00:31.191000,0 days 00:56:07.799000
2024-05-19 13:03:47.985,OnTrack,-14837.0,-10260.0,915.0,pos,0 days 00:00:31.391000,0 days 00:56:07.999000
2024-05-19 13:03:48.285,OnTrack,-14774.0,-10314.0,920.0,pos,0 days 00:00:31.691000,0 days 00:56:08.299000
2024-05-19 13:03:48.565,OnTrack,-14673.0,-10366.0,924.0,pos,0 days 00:00:31.971000,0 days 00:56:08.579000
2024-05-19 13:03:48.785,OnTrack,-14646.0,-10375.0,926.0,pos,0 days 00:00:32.191000,0 days 00:56:08.799000
2024-05-19 13:03:49.085,OnTrack,-14521.0,-10395.0,933.0,pos,0 days 00:00:32.491000,0 days 00:56:09.099000
2024-05-19 13:03:49.485,OnTrack,-14429.0,-10395.0,938.0,pos,0 days 00:00:32.891000,0 days 00:56:09.499000
2024-05-19 13:03:49.745,OnTrack,-14338.0,-10388.0,942.0,pos,0 days 00:00:33.151000,0 days 00:56:09.759000
2024-05-19 13:03:49.964,OnTrack,-14275.0,-10380.0,945.0,pos,0 days 00:00:33.370000,0 days 00:56:09.978000
2024-05-19 13:03:50.124,OnTrack,-14212.0,-10371.0,948.0,pos,0 days 00:00:33.530000,0 days 00:56:10.138000
2024-05-19 13:03:50.324,OnTrack,-14128.0,-10357.0,951.0,pos,0 days 00:00:33.730000,0 days 00:56:10.338000
2024-05-19 13:03:50.484,OnTrack,-14058.0,-10344.0,954.0,pos,0 days 00:00:33.890000,0 days 00:56:10.498000
2024-05-19 13:03:50.764,OnTrack,-13883.0,-10308.0,963.0,pos,0 days 00:00:34.170000,0 days 00:56:10.778000
2024-05-19 13:03:51.064,OnTrack,-13785.0,-10288.0,967.0,pos,0 days 00:00:34.470000,0 days 00:56:11.078000
2024-05-19 13:03:51.244,OnTrack,-13693.0,-10269.0,971.0,pos,0 days 00:00:34.650000,0 days 00:56:11.258000
2024-05-19 13:03:51.524,OnTrack,-13545.0,-10240.0,977.0,pos,0 days 00:00:34.930000,0 days 00:56:11.538000
2024-05-19 13:03:51.724,OnTrack,-13435.0,-10220.0,981.0,pos,0 days 00:00:35.130000,0 days 00:56:11.738000
2024-05-19 13:03:52.004,OnTrack,-13240.0,-10186.0,988.0,pos,0 days 00:00:35.410000,0 days 00:56:12.018000
2024-05-19 13:03:52.444,OnTrack,-12964.0,-10138.0,998.0,pos,0 days 00:00:35.850000,0 days 00:56:12.458000
2024-05-19 13:03:52.784,OnTrack,-12802.0,-10113.0,1003.0,pos,0 days 00:00:36.190000,0 days 00:56:12.798000
2024-05-19 13:03:52.884,OnTrack,-12738.0,-10104.0,1005.0,pos,0 days 00:00:36.290000,0 days 00:56:12.898000
2024-05-19 13:03:53.104,OnTrack,-12596.0,-10082.0,1009.0,pos,0 days 00:00:36.510000,0 days 00:56:13.118000
2024-05-19 13:03:53.344,OnTrack,-12439.0,-10059.0,1015.0,pos,0 days 00:00:36.750000,0 days 00:56:13.358000
2024-05-19 13:03:53.665,OnTrack,-12223.0,-10030.0,1025.0,pos,0 days 00:00:37.071000,0 days 00:56:13.679000
2024-05-19 13:03:53.845,OnTrack,-12100.0,-10013.0,1032.0,pos,0 days 00:00:37.251000,0 days 00:56:13.859000
2024-05-19 13:03:54.005,OnTrack,-11990.0,-9998.0,1040.0,pos,0 days 00:00:37.411000,0 days 00:56:14.019000
2024-05-19 13:03:54.165,OnTrack,-11870.0,-9982.0,1048.0,pos,0 days 00:00:37.571000,0 days 00:56:14.179000
2024-05-19 13:03:54.345,OnTrack,-11735.0,-9966.0,1057.0,pos,0 days 00:00:37.751000,0 days 00:56:14.359000
2024-05-19 13:03:54.605,OnTrack,-11551.0,-9947.0,1068.0,pos,0 days 00:00:38.011000,0 days 00:56:14.619000
2024-05-19 13:03:54.905,OnTrack,-11335.0,-9929.0,1083.0,pos,0 days 00:00:38.311000,0 days 00:56:14.919000
2024-05-19 13:03:55.005,OnTrack,-11263.0,-9925.0,1087.0,pos,0 days 00:00:38.411000,0 days 00:56:15.019000
2024-05-19 13:03:55.245,OnTrack,-11089.0,-9919.0,1097.0,pos,0 days 00:00:38.651000,0 days 00:56:15.259000
2024-05-19 13:03:55.485,OnTrack,-10915.0,-9919.0,1107.0,pos,0 days 00:00:38.891000,0 days 00:56:15.499000
2024-05-19 13:03:55.645,OnTrack,-10798.0,-9921.0,1113.0,pos,0 days 00:00:39.051000,0 days 00:56:15.659000
2024-05-19 13:03:55.805,OnTrack,-10681.0,-9926.0,1118.0,pos,0 days 00:00:39.211000,0 days 00:56:15.819000
2024-05-19 13:03:56.065,OnTrack,-10490.0,-9941.0,1122.0,pos,0 days 00:00:39.471000,0 days 00:56:16.079000
2024-05-19 13:03:56.265,OnTrack,-10344.0,-9956.0,1122.0,pos,0 days 00:00:39.671000,0 days 00:56:16.279000
2024-05-19 13:03:56.544,OnTrack,-10138.0,-9979.0,1121.0,pos,0 days 00:00:39.950000,0 days 00:56:16.558000
2024-05-19 13:03:56.764,OnTrack,-9886.0,-10009.0,1119.0,pos,0 days 00:00:40.170000,0 days 00:56:16.778000
2024-05-19 13:03:57.124,OnTrack,-9708.0,-10029.0,1118.0,pos,0 days 00:00:40.530000,0 days 00:56:17.138000
2024-05-19 13:03:57.364,OnTrack,-9532.0,-10048.0,1116.0,pos,0 days 00:00:40.770000,0 days 00:56:17.378000
2024-05-19 13:03:57.604,OnTrack,-9367.0,-10064.0,1115.0,pos,0 days 00:00:41.010000,0 days 00:56:17.618000
2024-05-19 13:03:57.844,OnTrack,-9212.0,-10071.0,1114.0,pos,0 days 00:00:41.250000,0 days 00:56:17.858000
2024-05-19 13:03:57.924,OnTrack,-9196.0,-10070.0,1114.0,pos,0 days 00:00:41.330000,0 days 00:56:17.938000
2024-05-19 13:03:58.204,OnTrack,-8998.0,-10048.0,1114.0,pos,0 days 00:00:41.610000,0 days 00:56:18.218000
2024-05-19 13:03:58.544,OnTrack,-8800.0,-9961.0,1113.0,pos,0 days 00:00:41.950000,0 days 00:56:18.558000
2024-05-19 13:03:59.004,OnTrack,-8671.0,-9845.0,1108.0,pos,0 days 00:00:42.410000,0 days 00:56:19.018000
2024-05-19 13:03:59.124,OnTrack,-8630.0,-9793.0,1107.0,pos,0 days 00:00:42.530000,0 days 00:56:19.138000
2024-05-19 13:03:59.364,OnTrack,-8558.0,-9673.0,1103.0,pos,0 days 00:00:42.770000,0 days 00:56:19.378000
2024-05-19 13:03:59.544,OnTrack,-8510.0,-9578.0,1100.0,pos,0 days 00:00:42.950000,0 days 00:56:19.558000
2024-05-19 13:03:59.704,OnTrack,-8467.0,-9494.0,1097.0,pos,0 days 00:00:43.110000,0 days 00:56:19.718000
2024-05-19 13:04:00.024,OnTrack,-8385.0,-9320.0,1091.0,pos,0 days 00:00:43.430000,0 days 00:56:20.038000
2024-05-19 13:04:00.125,OnTrack,-8362.0,-9263.0,1089.0,pos,0 days 00:00:43.531000,0 days 00:56:20.139000
2024-05-19 13:04:00.345,OnTrack,-8315.0,-9135.0,1085.0,pos,0 days 00:00:43.751000,0 days 00:56:20.359000
2024-05-19 13:04:00.705,OnTrack,-8262.0,-8912.0,1076.0,pos,0 days 00:00:44.111000,0 days 00:56:20.719000
2024-05-19 13:04:00.885,OnTrack,-8246.0,-8795.0,1070.0,pos,0 days 00:00:44.291000,0 days 00:56:20.899000
2024-05-19 13:04:00.945,OnTrack,-8242.0,-8756.0,1069.0,pos,0 days 00:00:44.351000,0 days 00:56:20.959000
2024-05-19 13:04:01.185,OnTrack,-8237.0,-8595.0,1059.0,pos,0 days 00:00:44.591000,0 days 00:56:21.199000
2024-05-19 13:04:01.365,OnTrack,-8241.0,-8472.0,1052.0,pos,0 days 00:00:44.771000,0 days 00:56:21.379000
2024-05-19 13:04:01.585,OnTrack,-8253.0,-8323.0,1041.0,pos,0 days 00:00:44.991000,0 days 00:56:21.599000
2024-05-19 13:04:01.845,OnTrack,-8276.0,-8151.0,1024.0,pos,0 days 00:00:45.251000,0 days 00:56:21.859000
2024-05-19 13:04:02.085,OnTrack,-8321.0,-7898.0,1002.0,pos,0 days 00:00:45.491000,0 days 00:56:22.099000
2024-05-19 13:04:02.525,OnTrack,-8372.0,-7671.0,984.0,pos,0 days 00:00:45.931000,0 days 00:56:22.539000
2024-05-19 13:04:02.725,OnTrack,-8421.0,-7455.0,969.0,pos,0 days 00:00:46.131000,0 days 00:56:22.739000
2024-05-19 13:04:03.084,OnTrack,-8464.0,-7267.0,958.0,pos,0 days 00:00:46.490000,0 days 00:56:23.098000
2024-05-19 13:04:03.404,OnTrack,-8527.0,-6989.0,944.0,pos,0 days 00:00:46.810000,0 days 00:56:23.418000
2024-05-19 13:04:03.764,OnTrack,-8577.0,-6768.0,932.0,pos,0 days 00:00:47.170000,0 days 00:56:23.778000
2024-05-19 13:04:04.004,OnTrack,-8615.0,-6595.0,923.0,pos,0 days 00:00:47.410000,0 days 00:56:24.018000
2024-05-19 13:04:04.164,OnTrack,-8637.0,-6482.0,917.0,pos,0 days 00:00:47.570000,0 days 00:56:24.178000
2024-05-19 13:04:04.404,OnTrack,-8653.0,-6284.0,908.0,pos,0 days 00:00:47.810000,0 days 00:56:24.418000
2024-05-19 13:04:04.644,OnTrack,-8642.0,-6182.0,903.0,pos,0 days 00:00:48.050000,0 days 00:56:24.658000
2024-05-19 13:04:04.904,OnTrack,-8594.0,-6016.0,899.0,pos,0 days 00:00:48.310000,0 days 00:56:24.918000
2024-05-19 13:04:05.044,OnTrack,-8556.0,-5930.0,898.0,pos,0 days 00:00:48.450000,0 days 00:56:25.058000
2024-05-19 13:04:05.264,OnTrack,-8492.0,-5804.0,897.0,pos,0 days 00:00:48.670000,0 days 00:56:25.278000
2024-05-19 13:04:05.484,OnTrack,-8428.0,-5692.0,896.0,pos,0 days 00:00:48.890000,0 days 00:56:25.498000
2024-05-19 13:04:05.764,OnTrack,-8312.0,-5511.0,899.0,pos,0 days 00:00:49.170000,0 days 00:56:25.778000
2024-05-19 13:04:06.224,OnTrack,-8204.0,-5396.0,903.0,pos,0 days 00:00:49.630000,0 days 00:56:26.238000
2024-05-19 13:04:06.644,OnTrack,-8059.0,-5329.0,909.0,pos,0 days 00:00:50.050000,0 days 00:56:26.658000
2024-05-19 13:04:06.865,OnTrack,-8010.0,-5325.0,912.0,pos,0 days 00:00:50.271000,0 days 00:56:26.879000
2024-05-19 13:04:07.205,OnTrack,-7849.0,-5351.0,926.0,pos,0 days 00:00:50.611000,0 days 00:56:27.219000
2024-05-19 13:04:07.505,OnTrack,-7778.0,-5370.0,932.0,pos,0 days 00:00:50.911000,0 days 00:56:27.519000
2024-05-19 13:04:07.765,OnTrack,-7684.0,-5395.0,941.0,pos,0 days 00:00:51.171000,0 days 00:56:27.779000
2024-05-19 13:04:07.925,OnTrack,-7623.0,-5409.0,947.0,pos,0 days 00:00:51.331000,0 days 00:56:27.939000
2024-05-19 13:04:08.125,OnTrack,-7543.0,-5423.0,954.0,pos,0 days 00:00:51.531000,0 days 00:56:28.139000
2024-05-19 13:04:08.485,OnTrack,-7386.0,-5439.0,968.0,pos,0 days 00:00:51.891000,0 days 00:56:28.499000
2024-05-19 13:04:08.705,OnTrack,-7237.0,-5443.0,981.0,pos,0 days 00:00:52.111000,0 days 00:56:28.719000
2024-05-19 13:04:09.085,OnTrack,-7098.0,-5443.0,991.0,pos,0 days 00:00:52.491000,0 days 00:56:29.099000
2024-05-19 13:04:09.125,OnTrack,-7077.0,-5443.0,993.0,pos,0 days 00:00:52.531000,0 days 00:56:29.139000
2024-05-19 13:04:09.445,OnTrack,-6854.0,-5441.0,1007.0,pos,0 days 00:00:52.851000,0 days 00:56:29.459000
2024-05-19 13:04:09.784,OnTrack,-6721.0,-5440.0,1014.0,pos,0 days 00:00:53.190000,0 days 00:56:29.798000
2024-05-19 13:04:10.104,OnTrack,-6536.0,-5438.0,1023.0,pos,0 days 00:00:53.510000,0 days 00:56:30.118000
2024-05-19 13:04:10.204,OnTrack,-6477.0,-5438.0,1025.0,pos,0 days 00:00:53.610000,0 days 00:56:30.218000
